"name","alt.name","venue"
"Central WA SA White B00","CENTRAL WASHINGTON SOUNDERSCWS B00 WHITE","Central WA Super Cup Boys U17 Gold"
"Central WA SA White B00","CWS B00 White","Eastside FC Cup BU17"
"Central WA SA White B00","CWSA B00 White CWS","PSPL Classic 1 U17"
"CGA Academy SC Elite B00","CGA ACADEMY SC ELITE (ID)","PVSC Spring Classic BU17 U17"
"CGA Academy SC Elite B00","CGA ACADEMY SC ELITE (ID)","ID State Cup Boys U17 U17"
"Chelsea SC Blue B00","Chelsea SC B00 Blue","SCDL Fl1 U17"
"Coastal FC B00","COASTAL FC (CANADA)","SX Cup Boys U17/18 Premier - Tier 1 U17"
"Coastal FC B00","COASTAL FC 00B (CANADA)","SX Cup Boys U17/18 Premier - Tier 1 U17"
"Coastal FC B00","COASTAL FC 00B (CND)","Surf College Showcase Super White U17"
"Coastal FC B00","Coastal FC","BCSPL 2000 U16"
"Coquitlam Metro Ford Millennium B00","Coquitlam Metro-Ford SC","BCSPL 2000 U16"
"Coquitlam Metro Ford Millennium B00","CMFSC (CANADA)","SX Cup Boys U17/18 Premier - Tier 1 U17"
"Coquitlam Metro Ford Villa B00","CMFSC VILLA (CANADA)","SX Cup Boys U17/18 Gold - Tier 3 U17"
"Corinthians B00","CORINTHIANS SC B00 (CAS)","Surf Cup White U17"
"Corinthians B00","CORINTHIANS SC B00 (CAS)","Carlsbad Nov Nights College Showcase Elite U17"
"Corinthians B00","CORINTHIANS SC B00 (CAS)","Manchester City Cup Silver U17"
"Crescenta Valley SC B00","CRESCENTA VALLEY SC CVSC 00 (CAS)","Surf Cup Super White U17"
"Crescenta Valley SC B00","CRESCENTA VALLEY SC B00 (CAS)","Surf College Showcase Super White U17"
"Crescenta Valley SC B00","CRESCENTA VALLEY SC B00 (CAS)","NV Players Showcase Mirage U17"
"Crescenta Valley SC Blue B00","Crescenta Valley SC B00 Blue","Nomads Thanksgiving 1st Division U17"
"Crescenta Valley SC Blue B00","CRESCENTA VALLEY SC B00 BLUE (CAS)","Manchester City Cup Silver U17"
"Crossfire Oregon Black B00","CROSSFIRE OREGON 2000 BLACK (OR)","Oswego Nike Cup U17 Boys U17"
"Crossfire Oregon Black B00","Crossfire Oregon 00B Black","Win OYS B00 Division 1 White"
"Crossfire Oregon Green I B00","CROSSFIRE OREGON U17 GREEN I (OR)","Nike Crossfire Challenge Super Group U17"
"Crossfire Oregon Green I B00","Crossfire Oregon 00B Green 1","Win OYS B00 Premier"
"Crossfire Oregon Green I B00","Crossfire Oregon 00B Green 1","OYS State Cup B00"
"Crossfire Oregon Green II B00","Crossfire Oregon B'00 Green 2","Rainier Challenge Copa U17"
"Crossfire Oregon Green II B00","Crossfire Oregon 00B Green 2","Win OYS B00 Division 1 Green"
"Crossfire Oregon Green III B00","Crossfire Oregon 00B Green 3","Win OYS B00 Division 1 White"
"Crossfire Premier A B00","CROSSFIRE PREMIER B00 A (WA)","Nike Crossfire Challenge Super Group U17"
"Crossfire Premier A B00","Crossfire Premier B00 A","RCL B00 Div 1"
"Crossfire Premier A B00","CROSSFIRE PREMIER CROSSFIRE B00A (WA)","Showcase of Champions Boys U17 Diamond U17"
"Crossfire Premier A B00","CROSSFIRE PREMIER B00A (WA)","Surf Cup Super Black U17"
"Crossfire Premier A B00","Crossfire Premier B00A Lawrence","US Club Regionals 2000"
"Crossfire Premier A B00","Crossfire Premier B00 A","WYS Championship B00"
"Crossfire Premier A B01","CROSSFIRE PREMIER B01 A HARRIS (WA)","REDAPT Cup Gold U17"
"Crossfire Premier A B01","CROSSFIRE PREMIER B01 A (WA)","Showcase of Champions Boys U17/16 Platinum U17"
"Crossfire Premier B B00","CROSSFIRE PREMIER B00 B (WA)","Nike Crossfire Challenge Gold Group U17"
"Crossfire Premier B B00","Crossfire Premier B00 B","RCL B00 Div 2"
"Crossfire Premier B B00","CROSSFIRE PREMIER B00 B WISKEL (WA)","REDAPT Cup Gold U17"
"Crossfire Premier B B00","CROSSFIRE PREMIER CROSSFIRE B00 WISKEL (WA)","Showcase of Champions Boys U17/16 Diamond U17"
"Crossfire Premier B B00","Crossfire Premier B00 B","WYS Championship B00"
"Crossfire Premier B B01","CROSSFIRE PREMIER B01 B (WA)","Showcase of Champions Boys U17/16 Platinum U17"
"Crossfire Premier C B00","CROSSFIRE PREMIER B00 C (WA)","Nike Crossfire Challenge Silver Group U17"
"Crossfire Premier C B00","Crossfire Premier B00C","Rainier Challenge Copa U17"
"Crossfire Premier C B00","Crossfire Premier B00 C","RCL B00 Div 3"
"Crossfire Premier C B00","CROSSFIRE PREMIER B00C (WA)","REDAPT Cup Silver U17"
"Crossfire Premier C B00","Crossfire Premier B00 C","WYS Presidents Cup B00"
"Crossfire Premier C B00","Crossfire B00 C","PacNW Winter Classic Premier II U17"
"Crossfire Premier USSDA B00","CROSSFIRE PREMIER U17 - JAMES (WA)","Surf Cup Super Black U17"
"Crossfire Reserves -Unk B99","CROSSFIRE RESERVES (USA)","Showcase of Champions Boys U17/16 Diamond U17"
"Crossfire Select Button B00","Crossfire Select B00 Button","Crossfire Select U17"
"Crossfire Select Button B00","Crossfire Select B00 Button","Labor Day Cup BU17 Gold"
"Crossfire Select Button B00","CROSSFIRE SELECT BUTTON B00 (WA)","Nike Crossfire Challenge Silver Group U17"
"Crossfire Select Button B00","CFS B00 Button","RCL B00 Div 4"
"Crossfire Select Button B00","CROSSFIRE SELECT BUTTON B'00 (WA)","REDAPT Cup Silver U17"
"Crossfire Select Button B00","Crossfire Select B00 Button","Friendly"
"Crossfire Select Button B00","Crossfire B00 Button","PacNW Winter Classic Premier II U17"
"Crossfire Select Button B00","CFS B00 Button","WYS Presidents Cup B00"
