"team .colname","total .colname","attack .colname","defense .colname","n .colname","region .colname","city .colname","fall.league .colname","spr.league .colname","other .colname"
"PCU Black 2 B06",427,0.42,0.18,21,"OR","Portland","PTT B06 Div 2 Northeast","Spr OYS B06 Div 2 Yellow","OYS Founders Cup B06"
"Wenatchee Valley United Mini Villa B06",424,0.46,0.16,13,"WA","Wenatchee","PSPL-Inland Copa 1 West U11","Spr PSPL-Inland Copa 1 U11",""
"IFC Red B06",420,0.41,0.17,22,"WA","Issaquah","NPSL Div 3 (06) U11","","Founders Cup B06 Div A"
"RSA Elite B B06",419,0.43,0.16,30,"WA","Puyallup","PSPL Classic 2 Red U11","Spr PSPL Classic 3 U11","WA Cup U11 Bronze U11"
"Storm King B06",419,0.32,0.22,18,"WA","Port Angeles","NPSL Div 2 (06) U11","",""
"IEYSA Valor Maroon B06",415,0.41,0.17,21,"WA","Cheney","PSPL-Inland Copa 1 East U11","Spr PSPL-Inland Copa Classic U11",""
"Kent City Black B06",406,0.59,0.11,24,"WA","Kent","PSPL Copa Blue U11","Spr PSPL Copa U11","WA Cup U11 Bronze U11"
"Seattle United W Black B06",405,0.39,0.17,26,"WA","Seattle","NPSL Div 3 (06) U11","","Founders Cup B06 Div A"
"Slammers White B06",404,0.36,0.18,36,"WA","Auburn","RCL B06 Div 4 9Aside","Win RCL B06 Div 5","WA Cup U11 Bronze U11"
"Sun Valley White B06",390,0.35,0.16,9,"ID","","","",""
"Boise Nationals Timbers Green B06",385,0.39,0.14,20,"ID","Boise","Idaho D3 U11 South U11","Spr Idaho D3 U11 South",""
"Bellevue United Select B06",364,0.2,0.24,23,"WA","Bellevue","NPSL Div 2 (06) U11","","Founders Cup B06 Div A"
"FC Nova Red JP B06",364,0.3,0.16,18,"ID","Boise","Idaho D3 U11 South U11","Spr Idaho D3 U11 South",""
"WA Rush Azul B06",363,0.35,0.14,39,"WA","Everett","RCL B06 Div 5 9Aside","Win RCL B06 Div 5","WYS Presidents Cup B06 Div 3"
"Walla Walla United B06",362,0.33,0.15,18,"WA","Walla Walla","PSPL-Inland Copa 1 West U11","Spr PSPL-Inland Copa Classic U11",""
"Central WA SA White B06",361,0.29,0.17,29,"WA","Yakima","PSPL-Inland Copa 1 West U11","Spr PSPL-Inland Copa 1 U11","WA Cup U11 Bronze U11"
"FC Alianza B06",355,0.33,0.14,18,"ID","","Idaho D3 U11 South U11","Spr Idaho D3 U11 South",""
"GS Surf E B06",352,0.27,0.16,27,"WA","Bothel","RCL B06 Div 5 9Aside","Win RCL B06 Div 5",""
"Hawks SC White B06",349,0.35,0.12,18,"WA","Pullman","PSPL-Inland Copa 1 East U11","Spr PSPL-Inland Copa Classic U11",""
"TC United White B06",348,0.25,0.18,29,"WA","Lacey","PSPL Classic 3 U11","Spr PSPL Classic 3 U11","WA Cup U11 Bronze U11"
"Seattle Celtic Black B06",343,0.37,0.11,24,"WA","Seattle","PSPL Copa Red U11","Spr PSPL Copa U11",""
"Seattle Celtic Gold B06",342,0.3,0.14,18,"WA","Seattle","PSPL Copa Red U11","Spr PSPL Copa U11",""
"Emerald City FC Blue B06",337,0.4,0.1,18,"WA","Seattle","PSPL Copa Red U11","Spr PSPL Copa U11",""
"Crossfire Select Sneider B06",333,0.3,0.13,23,"WA","Redmond","NPSL Div 3 (06) U11","","Founders Cup B06 Div A"
"Emerald City FC White B06",333,0.23,0.17,26,"WA","Seattle","PSPL Classic 2 Blue U11","Spr PSPL Classic 2 U11","WA Cup U11 Bronze U11"
"Moscow United B06",332,0.31,0.13,9,"ID","Moscow","","Spr IPL West U11",""
"ISC Gunners C B06",323,0.23,0.16,30,"WA","Issaquah","PSPL Classic 3 U11","Spr PSPL Classic 3 U11","WA Cup U11 Bronze U11"
"Endeavor SA B06",321,0.35,0.1,15,"WA","","PSPL-Inland Copa 1 West U11","Spr PSPL-Inland Copa 1 U11",""
"MRFC White B06",321,0.27,0.13,28,"WA","Sumner","PSPL Copa Blue U11","Spr PSPL Copa U11",""
"IEYSA Storm B06",320,0.39,0.09,22,"WA","Cheney","PSPL-Inland Copa 1 East U11","Spr PSPL-Inland Copa 1 U11",""
"BIFC White B06",320,0.23,0.15,23,"WA","Bainbridge Island","NPSL Div 3 (06) U11","",""
"Sandpoint Strikers B06",319,0.22,0.16,14,"ID","Sandpoint","IPL West U11, IPL East U11","Spr IPL West U11",""
"FC Bellevue Raptors B06",291,0.32,0.09,17,"WA","Bellevue","PSPL Classic 1 U11","Spr PSPL Classic 1 U11",""
"MVP Rapids White B06",290,0.22,0.13,31,"WA","Maple Valley","PSPL Classic 2 Blue U11","Spr PSPL Classic 3 U11","WA Cup U11 Bronze U11"
"SSC Shadow Elite B06",289,0.23,0.13,15,"WA","Spokane Valley","IPL East U11","Spr IPL West U11",""
"Fuerza FC Academy B06",289,0.34,0.08,20,"WA","Marysville","PSPL Copa Red U11","","WA Cup U12 Bronze U12"
"Blackhills FC Red B06",284,0.27,0.1,25,"WA","Olympia","RCL B06 Div 5 9Aside","Win RCL B06 Div 5",""
"Kent United White B06",279,0.26,0.1,24,"WA","Kent","SSUL B06 Div 2","","Founders Cup B06 Div A"
"Crossfire Premier F B06",255,0.27,0.09,26,"WA","Redmond","RCL B06 Div 5 9Aside","Win RCL B06 Div 5","WYS Presidents Cup B06 Div 3"
"Nortac Sparta White B06",242,0.3,0.07,25,"WA","Tacoma","PSPL Classic 2 Red U11, PSPL Classic 3 U11","Spr PSPL Classic 3 U11",""
"Highline Premier Heat Red B06",242,0.2,0.11,24,"WA","Burien","PSPL Copa Red U11","Spr PSPL Copa U11",""
"PacNW Gold B06",241,0.22,0.09,36,"WA","Tukwila","RCL B06 Div 5 9Aside","Win RCL B06 Div 5","WYS Presidents Cup B06 Div 3"
"Impact FC Black B06",240,0.23,0.09,24,"WA","Renton","PSPL Classic 3 U11","Spr PSPL Classic 3 U11",""
"Southlake Rec Purple B06",227,0.18,0.11,10,"WA","Newcastle","SSUL B06 Div 2","",""
"Firehawks B06",214,0.18,0.1,12,"WA","","SSUL B06 Div 2","",""
"STU Evolution Yellow B06",213,0.2,0.09,9,"WA","Tacoma","","","Founders Cup B06 Div A"
"FWFC Select B06",213,0.15,0.11,20,"WA","Federal Way","SSUL B06 Div 2","","WYS Presidents Cup B06 Div 3"
"Mercer Island FC White B06",212,0.24,0.07,12,"WA","Mercer Island","NPSL Div 3 (06) U11","",""
"PSA Force Black B06",203,0.21,0.08,25,"WA","Marysville","NPSL Div 3 (06) U11","","WA Cup U11 Bronze U11"
"NSC Knights Black B06",201,0.23,0.07,30,"WA","Woodinvile","NPSL Div 3 (06) U11","","Founders Cup B06 Div A"
"Seattle United Shoreline White B06",189,0.18,0.08,16,"WA","Shoreline","NPSL Div 3 (06) U11","",""
"Breakers Red Coulter B06",188,0.16,0.09,22,"WA","Spokane","PSPL-Inland Copa 1 East U11","Spr PSPL-Inland Copa 1 U11",""
"LYS White B06",187,0.11,0.13,11,"OR","","PTT B06 Div 2 Northeast","",""
"Impact FC White B06",175,0.2,0.06,21,"WA","Renton","PSPL Copa Blue U11","Spr PSPL Copa U11",""
"Newport FC B06",153,0.15,0.08,18,"WA","Bellevue","NPSL Div 3 (06) U11","","Founders Cup B06 Div A"
"Seattle Celtic Silver B06",150,0.17,0.06,18,"WA","Seattle","PSPL Copa Blue U11","Spr PSPL Copa U11",""
"Cascade FC White B06",147,0.13,0.09,22,"WA","North Bend","PSPL Copa Blue U11","Spr PSPL Copa U11",""
"IFC Select White B06",99,0.13,0.06,18,"WA","Issaquah","NPSL Div 3 (06) U11","","Founders Cup B06 Div A"
"NW United Red B06",46,0.05,0.11,24,"WA","Burlington","NPSL Div 2 (06) U11, NPSL Div 3 (06) U11","","WYS Presidents Cup B06 Div 3"
