"name","alt.name","venue"
"Boise Nationals Timbers White B05","BOISE NATIONALS TIMBERS BNT WHITE (ID)","Canyon Rim Classic U13 B U13"
"Bozeman Blitzz Gold B04","BLITZZ FC GOLD (MT)","PVSC Spring Classic BU13 U13"
"Breakers Red B04","SPOKANE BREAKERS ARNOLD U13 SELECT (WA)","Les Schwab NW Cup U13 Boys U13"
"Breakers Red B04","IEYSA Breakers FC - Red B04 Arnold","PSPL-Inland Copa 1 East U13"
"Breakers Red B04","IEYSA Breakers FC - Red B04 Arnold","Spr PSPL-Inland Copa 1 U13"
"BSC HR Black B04","BSC HR 04B Black","PTT B04 Division 1 White"
"BSC HR Black B04","BSC HR 04B Black","Spr OYS B04 Division 1 White"
"BSC OR USSDA B04","BSC Oregon U-12","USSDA OR U12"
"BSC Portland Black B04","BSC 04B Black","PTT B04 Division 1 White"
"BSC Portland Black B04","BSC 04B Black","Spr OYS B04 Division 1 Green"
"BSC Portland Gold B04","BSC 04B Gold","PTT B04 Division 2 White"
"BSC Portland Gold B04","BSC 04B Gold","Spr OYS B04 Division 2 White"
"Burnaby District Metro B04","BURNABY DISTRICT METRO U13 (CANADA)","SX Cup Boys U13 Metro - Tier 2 U13"
"BYSL Bluebirdz B04","BYSL BLUEBIRDZ '04 BOYS","Performance Cup U13/14B Silver (2004/2005)"
"BYSL Bluebirdz B04","BYSL BLUEBIRDZ '04 BOYS (ID)","Canyon Rim Classic U13 B U13"
"BYSL Bluebirdz B04","BYSL BLUEBIRDZ (ID)","PVSC Spring Classic BU13 U13"
"Calgary Blizzard Arsenal B04","BLIZZARD ARSENAL 04 (CANADA)","SX Cup Boys U13 Premier - Tier 1 U13"
"Calgary Blizzard Lazio B04","CALGARY BLIZZARD LAZIO (CANADA)","SX Cup Boys U13 Metro - Tier 2 U13"
"Canyon Optimist Inferno B04","INFERNO (ID)","GEM State Challenge U13 Boys U13"
"Canyon Optimist Inferno B04","INFERNO","Spr Idaho D3 U13B Division 2"
"Canyon Optimist Inferno B04","INFERNO (ID)","Canyon Rim Classic U13 B U13"
"Capital FC Timbers Red B04","CFC Timbers B04 Red Dragons","Mt Hood Challenge U13 Silver"
"Capital FC Timbers Red B04","Capital FC Timbers 04B Adelman 3","PTT B04 Division 1 White"
"Capital FC Timbers Red B04","CFC Timbers 2004 Boys Red","Capital Cup BU13 Silver"
"Capital FC Timbers Red B04","Capital FC Timbers 04B Adelman 3","OYS Presidents Cup B04"
"Capital FC Timbers Red B04","Capital FC Timbers 04B Adelman 3","Spr OYS B04 Division 1 Green"
"Capital FC Timbers USSDA B04","Capital FC Timbers U-12","USSDA OR U12"
"Cascade FC Green B04","Cascade FC B04 Green","Crossfire Select U13 Gold Silver Gold-Silver"
"Cascade FC Green B04","Cascade FC B04 Green","PSPL WSPL 2 West U13"
"Cascade FC Green B04","Cascade FC B04 Green","RVS Classic BU13"
"Cascade FC Green B04","Cascade FC B04 Green","Seattle United Cup BU13 Gold"
"Cascade FC Green B04","Cascade FC B04 Green","Spr PSPL Classic 1 Red U13"
"Cascade FC Green B04","CASCADE FC B04 GREEN (WA)","WA Cup Boys U13 Silver U13"
"Cascade FC White B04","Cascade FC B04 Shane","Crossfire Select U13 Bronze"
"Cascade FC White B04","09 Cascade FC B04 White","Pacific Coast Challenge U13"
"Cascade FC White B04","Cascade FC B04 White","PSPL Copa U13"
"Cascade FC White B04","Cascade FC B04 White","Spr PSPL Copa U13"
"Cascade Rush Rampage B04","CASCADE RUSH RUSH RAMPAGE (OR)","Bend Premier Cup Fanendo Adi (Gold) Division U13"
"Cascade Rush Rampage B04","CR Rampage","Beaverton Cup BU13 Silver"
"CB United B04","CB UNITED FC B04 (WA)","WA Cup Boys U13 Silver U13"
"CBYSA Towry B04","CBYSA B04 Towry","PSPL-Inland Copa 1 West U13"
"CCB Elite B04","CCB ELITE04 (CND)","SX Cup Boys U13 Metro - Tier 2 U13"
"CCB Royal Pumas B04","27 CCB Royal Pumas","Baker Blast COPA U13"
"CCB Royal Pumas B04","CCBFC ROYAL PUMAS (CND)","SX Cup Boys U13 Silver - Tier 4 U13"
"CCV Stars Black B04","CCV STARS 04 BOYS (AZ)","Surf Cup Super Black U13"
"Central WA SA Navy B04","CW SOUNDERS B04 NAVY","Central WA Super Cup Boys U13 Gold"
"Central WA SA Navy B04","CWSA CW Sounders B04 Navy","PSPL WSPL 2 East U13"
"Central WA SA Navy B04","CWSA CW Sounders B04 Navy","Spr PSPL SuperLeague East U13"
"Central WA SA Navy B04","CWS 04 NAVY (WA)","WA Cup Boys U13 Gold U13"
"Centralia City SA B04","Centralia City Soccer Academy [B04]","KITG BU13 Green"
"Chaotic Cougars B04","Chaotic Cougars","KITG BU13 White"
"Coastal FC B04","Coastal FC - Roberts","Starfire Spring Classic BU13 Gold"
"Coastal FC B04","COASTAL FC 04M (CND)","SX Cup Boys U13 Premier - Tier 1 U13"
"Coastal FC White B04","COASTAL FC 04M WHITE (CND)","SX Cup Boys U13 Silver - Tier 4 U13"
"Coquitlam Metro Ford -Unk B04","CMFSC 04","Starfire Spring Classic BU13 Gold"
"Coquitlam Metro Ford Cobras B04","CMF COBRAS (CANADA)","SX Cup Boys U13 Gold - Tier 3 U13"
"Coquitlam Metro Ford Dynamo B04","CMFSC DYNAMO (CND)","SX Cup Boys U13 Silver - Tier 4 U13"
"Coquitlam Metro Ford HPL B04","CMF U13 HPL INTAKE (CANADA)","SX Cup Boys U13 Premier - Tier 1 U13"
