"team .colname","total .colname","attack .colname","defense .colname","n .colname","region .colname","city .colname","fall.league .colname","spr.league .colname","other .colname"
"Kitsap Alliance FC White B05",435,0.36,0.22,30,"WA","Silverdale","RCL B05 Div 5 9Aside","Win RCL B05 Div 6","WYS Presidents Cup B05 Div 2"
"NSC Magic Black B05",434,0.35,0.23,19,"WA","Woodinvile","NPSL Div 3 (05) U12","",""
"Washington Timbers White 1 B05",432,0.47,0.16,36,"WA","Vancouver","PTT B05 Div 1 Blue","Spr OYS B05 Div 2 Green","OYS Founders Cup B05"
"Seattle United W White B05",430,0.34,0.23,29,"WA","Seattle","NPSL Div 2 (05) U12","Spr NPSL (05) Div 1 U12","Founders Cup B05 Div A"
"Foothills SC Celtic Green B05",427,0.47,0.16,31,"OR","Portland","PTT B05 Div 2 Green","Spr OYS B05 Div 2 Green",""
"Highline Premier Heat Red B05",424,0.43,0.17,18,"WA","Burien","PSPL Classic 2 Red U12","Spr PSPL Classic 2 U12",""
"Endeavor SA B05",424,0.39,0.19,21,"WA","","PSPL-Inland Copa 1 West U12","Spr PSPL-Inland Copa 2 U12",""
"FC Salmon Creek Blue B05",421,0.37,0.19,34,"WA","Salmon Creek","PTT B05 Div 1 Blue","Spr OYS B05 Div 2 Green","OYS Founders Cup B05"
"Southside SC Blanco B05",419,0.41,0.18,32,"OR","Tigard","PTT B05 Div 2 White","Spr OYS B05 Div 2 White","OYS Founders Cup B05"
"Southlake Select Red B05",414,0.3,0.23,19,"WA","Newcastle","SSUL B05 Div 2","",""
"4-H Toros FC B05",414,0.5,0.14,8,"OR","","","Spr OYS B05 Div 2 White",""
"Seattle Celtic Black B05",414,0.29,0.24,21,"WA","Seattle","PSPL Copa Red U12","Spr PSPL Copa U12",""
"CUSC Dynamo B05",410,0.37,0.18,28,"OR","Clackamas","PTT B05 Div 2 Green","Spr OYS B05 Div 2 White","OYS Founders Cup B05"
"ETFC Marseille White B05",405,0.39,0.17,31,"OR","Eugene","PTT B05 Div 2 Green","Spr OYS B05 Div 2 Green","OYS Founders Cup B05"
"NWSC Impact B05",404,0.41,0.16,27,"OR","Beaverton","PTT B05 Div 2 Green","Spr OYS B05 Div 2 Green","OYS Founders Cup B05"
"UC United B05",396,0.32,0.19,11,"ID","La Grande","Idaho D3 U12 East U12","Spr Idaho D3 U12 South",""
"Shoreline Sportsverrou B05",395,0.42,0.14,18,"WA","Shoreline","PSPL Copa Blue U12","Spr PSPL Copa U12",""
"IFC Red B05",388,0.43,0.14,20,"WA","Issaquah","NPSL Div 3 (05) U12","",""
"BIFC White B05",387,0.3,0.19,27,"WA","Bainbridge Island","NPSL Div 3 (05) U12","Spr NPSL (05) Div 2 U12",""
"Seattle United S White B05",384,0.31,0.18,20,"WA","Seattle","NPSL Div 2 (05) U12","","Founders Cup B05 Div A"
"West Narrows Blue B05",384,0.28,0.2,26,"WA","Gig Harbor","PSPL Copa White U12","Spr PSPL Classic 2 U12",""
"Aloha United Atletico Red B05",382,0.46,0.12,23,"OR","Beaverton","PTT B05 Div 2 White","Spr OYS B05 Div 2 Blue",""
"Capital FC Timbers White B05",381,0.47,0.12,23,"OR","Salem","PTT B05 Div 2 Green","Spr OYS B05 Div 2 Green","OYS Presidents Cup B05"
"FWFC White B05",378,0.38,0.14,27,"WA","Federal Way","RCL B05 Div 5 9Aside","Win RCL B05 Div 5","WYS Presidents Cup B05 Div 2"
"Breakers Red 3 B05",374,0.43,0.12,23,"WA","Spokane","PSPL-Inland Copa 2 U12","Spr PSPL-Inland Copa 2 U12",""
"FC Spokane Black Sauther B05",374,0.38,0.14,17,"WA","Spokane","IPL East U12, IPL West U12","Spr IPL West U12",""
"NWSC Deception FC Green B05",372,0.34,0.15,24,"WA","Oak Harbor","NPSL Div 2 (05) U12","Spr NPSL (05) Div 2 U12",""
"Crossfire Premier E B05",371,0.35,0.14,35,"WA","Redmond","RCL B05 Div 5 9Aside","Win RCL B05 Div 6","WYS Presidents Cup B05 Div 2"
"GS Surf D B05",370,0.31,0.16,38,"WA","Bothel","RCL B05 Div 5 9Aside","Win RCL B05 Div 5","WYS Presidents Cup B05 Div 2"
"ISC Gunners Select B05",369,0.3,0.17,28,"WA","Issaquah","PSPL Copa Blue U12","Spr PSPL Copa U12",""
"LCYSA Arsenal B05",366,0.3,0.17,20,"OR","Astoria","PTT B05 Div 2 White","Spr OYS B05 Div 2 Blue",""
"CSC Storm White B05",364,0.28,0.18,35,"OR","Corvallis","PTT B05 Div 1 White","Spr OYS B05 Div 1 Blue","OYS Presidents Cup B05"
"River Plate SC River B05",362,0.31,0.16,8,"OR","NE Portland","","Spr OYS B05 Div 2 Green",""
"SESC Kings White B05",351,0.31,0.15,30,"OR","Portland","PTT B05 Div 2 White","Spr OYS B05 Div 2 White","OYS Founders Cup B05"
"WA Rush Azul B05",347,0.33,0.13,34,"WA","Everett","RCL B05 Div 5 9Aside","Win RCL B05 Div 6","WYS Presidents Cup B05 Div 2"
"PCU Black 1 B05",347,0.44,0.1,34,"OR","Portland","PTT B05 Div 2 Green","Spr OYS B05 Div 2 White","OYS Founders Cup B05"
"Snohomish United Red B05",343,0.27,0.16,33,"WA","Snohomish","RCL B05 Div 5 9Aside","Win RCL B05 Div 6","WYS Presidents Cup B05 Div 2"
"CB United Ephrata B05",341,0.37,0.11,18,"WA","Ephrata","PSPL-Inland Copa 1 West U12","Spr PSPL-Inland Copa 1 U12",""
"THUSC Krypton Green B05",333,0.39,0.1,30,"OR","Beaverton","PTT B05 Div 2 White","Spr OYS B05 Div 2 Blue",""
"Mercer Island FC Wolves B05",331,0.38,0.1,16,"WA","Mercer Island","NPSL Div 2 (05) U12","",""
"SSC Shadow United Hope B05",331,0.35,0.11,21,"WA","Spokane","IPL East U12, IPL West U12","Spr IPL West U12",""
"LOSC Black B05",330,0.3,0.13,30,"OR","Lake Oswego","PTT B05 Div 2 White","Spr OYS B05 Div 2 Blue","OYS Founders Cup B05"
"NEU Black B05",317,0.29,0.12,24,"OR","Portland","PTT B05 Div 1 Blue","Spr OYS B05 Div 2 White","OYS Founders Cup B05"
"Lake Hills Blue Devils B05",316,0.24,0.15,19,"WA","Bellevue","NPSL Div 2 (05) U12","","Founders Cup B05 Div A"
"Edmond Premier Titans B05",306,0.31,0.11,20,"WA","Centralia","PSPL Copa White U12","Spr PSPL Copa U12",""
"MYSA Red Fire B05",299,0.3,0.1,20,"OR","McMinnville","PTT B05 Div 2 White","Spr OYS B05 Div 2 Blue",""
"Blackhills FC White B05",290,0.29,0.1,28,"WA","Olympia","SSUL B05 Div 2","Spr NPSL (05) Div 2 U12",""
"Mukilteo Rush Nero B05",290,0.18,0.17,20,"WA","Mukilteo","NPSL Div 3 (05) U12","","Founders Cup B05 Div A"
"Seattle Celtic Gold B05",287,0.23,0.12,17,"WA","Seattle","PSPL Copa Blue U12","Spr PSPL Copa U12",""
"WUSC Red B05",286,0.27,0.1,27,"OR","Willamette","PTT B05 Div 2 White","Spr OYS B05 Div 2 Blue","OYS Founders Cup B05"
"Spokane Scotties Lake B05",281,0.19,0.14,21,"WA","Spokane","PSPL-Inland Copa 1 East U12","Spr PSPL-Inland Copa 1 U12",""
"Westside Timbers Mundial B05",278,0.19,0.14,39,"OR","Beaverton","PTT B05 Div 2 Green","Spr OYS B05 Div 1 Blue","OYS Founders Cup B05"
"NWSC Deception FC Black B05",277,0.28,0.1,19,"WA","Oak Harbor","NPSL Div 3 (05) U12","",""
"Newport FC B B05",272,0.29,0.09,19,"WA","Bellevue","NPSL Div 3 (05) U12","","Founders Cup B05 Div A"
"Eastside Timbers Black B05",266,0.28,0.09,27,"OR","Gresham","PTT B05 Div 2 White","Spr OYS B05 Div 2 Blue","OYS Founders Cup B05"
"Harbor Premier White B05",257,0.21,0.11,29,"WA","Gig Harbor","RCL B05 Div 5 9Aside","Win RCL B05 Div 6","WYS Presidents Cup B05 Div 2"
"ISC Gunners C B05",249,0.14,0.16,26,"WA","Issaquah","PSPL Classic 2 Blue U12","Spr PSPL Copa U12",""
"Harbor Premier Black B05",248,0.23,0.09,28,"WA","Gig Harbor","RCL B05 Div 5 9Aside","Win RCL B05 Div 6",""
"NW United Red B05",247,0.23,0.09,26,"WA","Burlington","RCL B05 Div 5 9Aside","Win RCL B05 Div 6",""
"Moscow United B05",243,0.17,0.13,13,"ID","Moscow","IPL East U12, IPL West U12","Spr IPL West U12",""
"FWFC Select B05",236,0.16,0.13,15,"WA","Federal Way","SSUL B05 Div 2","",""
"Washington Timbers Green 1 B05",233,0.22,0.09,28,"WA","Vancouver","PTT B05 Div 2 White","","Founders Cup B05 Div A"
"FC West Black Gunners B05",207,0.18,0.09,24,"OR","Forest Grove","PTT B05 Div 2 White","Spr OYS B05 Div 2 Blue",""
"Breakers Red 2 B05",203,0.14,0.11,17,"WA","Spokane","PSPL-Inland Copa 1 East U12","Spr PSPL-Inland Copa 2 U12",""
"PCU Black 2 B05",167,0.19,0.07,22,"OR","Portland","PTT B05 Div 2 White","Spr OYS B05 Div 2 Blue","OYS Founders Cup B05"
"Emerald City FC Blue B05",-41,0.03,0.09,21,"WA","Seattle","PSPL Copa White U12","Spr PSPL Copa U12","WA Cup U12 Bronze U12"
